421	7144	13
190	3568	4
108	3129	3
2391	826	5
114	3274	1
14	3081	10
1753	3236	15
1015	7881	0
12	8174	8
129	7883	7
110	7319	8
3499	7967	11
31190	7960	3
115	4071	14
159	6899	7
1970	5949	1
297	4719	15
101	8387	4
370	2591	9
4813	7357	5
14	1385	25
289	5465	8
564	2789	21
309	2447	0
101	8708	4
1986	4344	4
9162	2559	1
116	1637	13
9476	4331	5
105	1859	26
31439	8364	13
825	858	1
16	7383	10
8199	2614	16
18217	7312	5
149	9985	13
140	1430	16
774	1265	14
6042	7797	6
162	6079	26
101	3045	8
8672	2930	6
12052	8649	25
24361	6429	24
12	9377	16
1536	3377	5
124	4402	2
9316	7936	0
124	3153	13
11951	61	27
106	8926	1
1680	8437	7
1584	8427	18
2834	2058	5
119	1618	11
9	508	27
323	9698	0
101	7683	8
102	9090	17
14667	1405	14
131	5483	27
437	3823	6
437	8035	14
942	1442	16
513	4474	1
333	89	15
113	3140	11
2811	8270	20
417	4926	2
28753	8626	13
1016	8462	0
2043	6928	15
30487	412	7
106	7412	1
101	423	7
136	3129	0
111	7085	7
12	7328	14
276	4765	5
11437	1936	25
355	7711	14
1925	494	11
236	4679	3
521	8687	2
8	2132	4
1312	586	21
102	7244	25
104	1262	24
152	1940	0
120	5949	7
306	5866	11
840	9339	9
106	115	6
172	3849	9
105	261	10
2770	7607	6
304	7832	18
14	3910	24
12	3272	14
111	228	2
200	8934	8
1796	3937	0
103	2959	9
14	3335	14
108	7029	13
119	3572	12
108	2809	5
14	1574	11
14	3621	18
12970	1873	9
106	7101	1
5870	4083	0
12	9376	4
12	6221	4
12	2497	12
11806	444	10
145	7274	14
129	3882	1
5724	8731	7
1115	9025	1
289	9301	11
119	9784	12
109	7704	9
13111	214	23
18736	7316	1
215	2698	22
197	4324	16
303	2615	4
1178	4688	7
12	8394	12
296	9642	2
4712	4324	1
12	6112	4
685	8947	13
17201	360	20
102	9387	10
5035	5398	3
663	372	9
1844	3345	29
482	7349	0
6206	3978	2
110	1713	6
503	2838	2
110	5848	18
112	5794	21
2176	2222	6
4018	4514	4
1848	6228	4
14	8775	11
105	2628	20
1094	3572	17
101	454	8
14	3018	29
119	8307	9
773	9616	4
139	2454	18
121	1010	10
3482	3738	2
295	7875	7
2325	5953	6
531	5329	7
14	1948	33
102	7915	2
239	6571	3
111	3309	8
28496	1500	2
1185	102	13
11050	4447	16
7314	2107	14
117	9483	11
105	8301	8
112	7429	6
673	4675	1
14	5389	24
801	6566	9
3142	3566	6
796	3229	3
128	2827	26
22470	7411	0
1330	7948	28
4404	4193	25
103	1634	11
107	1755	7
1990	3506	5
225	8161	27
110	6385	1
243	7879	12
1595	4620	31
103	4996	11
1273	4775	13
25102	3917	6
2290	3994	7
32214	5917	19
24706	1956	14
428	9104	6
12	868	26
109	8405	16
1171	1335	20
221	1611	5
104	4236	11
20283	1504	21
248	5301	10
866	5755	10
1450	146	8
3867	633	5
577	1477	7
586	3607	0
12	1928	4
103	207	3
4129	2989	14
594	3597	21
741	6367	9
12	4718	4
2225	5340	4
127	6757	2
12	9634	1
2238	2969	3
1238	1509	7
504	9654	18
404	8949	11
1563	3175	19
1252	4603	1
12	4740	8
11337	6274	19
3758	9919	8
696	349	17
612	4349	2
25591	2800	1
9	1434	18
121	3284	9
169	9231	3
102	3823	24
12	1890	8
11119	4809	2
335	3380	0
362	736	8
866	6782	1
12582	2095	7
4271	5697	9
5553	8838	4
146	7654	1
3901	9893	32
11730	7647	16
272	5253	0
101	8170	21
178	3101	14
123	6332	0
1777	8720	4
27833	7704	11
417	4914	3
9453	7538	7
6157	7746	0
2729	9139	17
104	4034	8
5798	6366	20
3305	9057	12
27029	5519	1
3366	2667	7
329	6953	2
5209	5096	14
614	5821	9
1278	8925	2
402	5979	12
14	6408	19
14	5607	20
10501	8592	13
810	7480	12
11577	7427	26
156	8350	9
1197	9954	4
14	7303	7
103	4398	5
5726	3098	8
5991	5454	0
120	5269	12
154	6079	15
177	1724	5
104	2985	20
2633	8404	27
1677	1208	0
259	5889	5
149	1354	7
179	6136	1
12995	233	13
12	9388	5
2	1108	6
132	4905	22
4163	74	3
1204	1670	4
3889	4905	16
27397	572	17
6226	6539	3
1161	4365	9
176	1266	0
162	7315	10
14	9571	5
137	9144	1
2	3281	9
3492	3945	3
7797	917	0
581	579	4
132	7559	7
11116	2313	2
17362	3056	10
22751	2195	24
376	3755	1
764	6962	13
112	4145	11
24341	9213	0
249	6498	3
4777	2890	26
154	4836	1
1723	7327	11
264	8808	5
3477	5781	5
11583	6273	10
1830	7520	8
1655	1523	1
1254	3824	7
3373	2177	12
102	5087	15
12336	7638	21
12	2619	11
102	9235	10
6292	6642	24
1153	8650	6
308	761	0
642	8911	8
1442	4330	33
105	1685	5
108	1033	25
196	5747	19
11578	2792	1
12	1975	6
20668	4945	24
2557	955	7
160	2040	32
1144	2928	10
8986	8729	27
111	9978	2
14	7381	11
106	905	1
2551	6886	15
10748	2169	13
14	1656	6
14	7472	23
132	7032	3
600	4605	13
1694	6709	15
242	6010	13
31145	1580	34
9	3041	13
102	1883	17
6684	1312	5
3710	2522	15
210	2923	15
1446	2415	20
412	9770	3
8465	3806	0
10006	367	21
115	956	8
247	3310	2
14	6491	11
14	5556	12
14	1080	4
207	2541	6
5259	3549	6
117	1010	18
5803	5627	8
106	5089	1
14	6621	29
121	8679	13
1404	525	11
2996	723	21
155	8038	11
105	476	5
108	6152	8
137	4620	2
12	9498	1
126	5293	1
1813	5700	13
113	1624	9
104	2264	16
172	3473	16
14	7607	21
1450	8612	7
533	7302	9
1187	6395	14
8012	5087	19
581	4729	8
102	3928	8
406	8778	4
2356	5489	11
123	7437	2
2860	2286	31
965	7486	13
1305	8236	20
104	3517	8
102	4018	4
102	861	3
12	8602	5
4211	7234	8
29583	2420	13
12	20	10
22500	7423	5
14	8724	19
2849	3608	11
4628	311	7
5386	3423	13
126	6477	22
129	5335	5
127	6711	14
12	8766	15
9122	8100	2
115	7569	1
22936	7596	0
2092	87	0
112	7959	8
23167	7331	13
32498	2548	4
27941	1278	14
3936	9253	0
501	4740	17
12	5492	28
317	1519	11
228	4708	6
9244	7483	12
12	723	10
1360	5844	12
107	2498	6
123	6148	0
2625	6421	14
32548	1632	16
31368	8694	1
1224	8136	10
12	8477	7
102	1044	3
264	6025	12
533	8675	27
2279	7310	28
1395	8821	5
101	4831	12
16530	6038	9
391	6057	2
1316	9582	12
140	6188	16
3580	1590	7
15891	6828	9
103	1136	5
1134	9542	9
14	4531	10
14	7516	13
119	3053	5
10702	5117	7
1895	4669	6
573	6569	0
1296	7626	12
10794	718	4
105	4858	3
147	8414	12
109	2286	2
3770	4388	2
12	4220	10
12	7315	13
122	3015	25
1302	8513	25
6929	1637	5
11860	6216	14
1962	3935	2
2405	4174	6
14	2234	13
103	1270	19
2194	4382	9
344	7792	3
32221	4458	6
102	6998	1
26570	7530	11
255	9436	10
12	9020	10
14	545	34
213	5648	19
8617	4161	10
591	4361	9
103	2330	5
546	1073	27
917	7560	4
103	8784	19
1207	9763	18
657	301	11
673	536	2
103	9339	13
4199	7604	3
14	8982	22
12	3577	8
6099	4860	6
2	8203	16
665	4138	21
3172	942	17
14	1815	13
336	430	2
103	8209	5
112	8054	7
105	5113	18
112	9115	7
164	8397	4
245	6475	13
654	3543	10
1936	1867	7
105	1689	4
103	1174	8
28364	6077	5
426	4301	4
102	1715	24
158	5350	17
2314	7099	10
15604	1951	0
24608	1533	17
29265	460	9
145	9848	10
1022	2050	23
253	3322	26
27502	9473	7
24380	1354	17
918	2894	11
12803	8004	12
178	6209	11
3744	308	0
28207	8310	18
103	8562	15
124	5517	4
115	7005	6
294	7250	22
8663	6451	6
1798	4796	20
118	9690	24
101	7318	4
108	2283	11
722	2685	17
690	4597	19
109	6978	19
117	1649	7
13559	4505	1
215	9599	6
15455	3867	17
1400	7864	3
10360	3182	5
596	223	9
105	8081	23
1156	5954	0
3900	7142	0
3907	7387	0
123	6057	0
4982	6265	7
12	8223	2
646	1346	3
11707	2982	16
122	1131	13
102	31	4
8988	6655	0
425	6353	8
4233	837	32
315	1637	0
464	9770	9
14012	6115	15
2743	1425	19
105	2043	26
2770	9793	10
2565	935	0
121	2721	26
755	4552	16
2041	4114	6
29385	8624	26
111	7506	3
111	5747	6
1446	4332	4
1221	7782	5
15365	8699	12
101	2550	18
223	2610	3
21156	6504	7
1340	2806	0
107	4161	22
1214	4752	12
101	8030	20
106	8806	1
20181	5394	0
132	436	1
12	2205	4
115	9337	2
12	9241	16
726	9782	6
222	8441	15
17589	2228	1
103	7766	11
1544	597	12
920	7471	21
543	6442	28
1011	4067	10
105	5567	2
30681	6548	24
2077	7633	25
499	2349	2
136	3201	0
9602	6932	8
12	3476	6
8932	7835	12
498	103	13
32546	584	3
135	6978	16
520	9863	1
2	3747	28
110	8232	4
5739	2822	1
2651	3996	14
102	3449	5
102	6100	8
109	9888	3
963	3638	10
3707	6975	8
766	2704	4
105	3830	7
5794	475	10
17629	8505	2
6637	6175	12
101	9503	8
12379	3772	6
12	7676	6
1749	8849	12
9391	8757	13
6412	5705	12
763	8688	14
401	8533	4
374	8256	2
139	6661	1
105	7390	5
748	7824	0
391	8878	6
1309	278	2
31744	1458	19
140	6125	10
124	6379	5
136	3016	0
5526	4680	9
4574	6287	6
3325	6878	0
21257	6168	25
8	8900	12
14	8280	16
106	3811	1
131	4536	7
3317	552	14
870	3261	3
180	718	6
175	2883	22
2426	3832	9
12791	4620	5
103	3646	11
230	7619	20
2751	9415	23
1617	1914	4
416	5926	8
4139	4481	10
12	5171	5
9174	2712	25
2499	9297	6
6744	5711	9
252	4636	5
14	5628	5
240	4438	20
5102	7367	5
33175	2403	5
1228	1381	15
3539	6829	5
12	8283	10
669	454	14
932	1362	16
2318	5142	2
112	2551	7
8	1197	7
27277	9318	12
118	856	11
157	1932	3
105	1626	14
2685	1600	36
14	9043	10
402	388	1
212	7860	6
32227	3930	29
3180	2932	23
122	993	7
115	1212	21
1313	2463	4
102	9755	1
1880	1438	12
850	2201	13
3141	8091	19
1071	9499	10
106	4810	2
4835	2054	13
1256	2717	8
1870	3482	7
513	1513	15
20152	886	10
789	683	9
12	182	15
4620	4471	0
111	7446	11
749	6940	14
24407	729	8
101	4447	21
16352	7101	6
291	5779	14
16379	8898	11
4649	3371	10
105	7414	23
478	6515	17
1806	1063	1
17789	5078	26
1914	899	3
196	8917	3
101	3709	12
212	7412	4
101	8988	4
12	338	7
5184	4272	10
8023	2125	15
12	917	7
219	1047	12
110	4448	15
142	7012	5
5385	3032	17
32641	566	12
162	9929	7
353	5598	13
3066	2169	7
8718	3122	8
125	6050	6
14	2206	30
489	4093	3
2347	6598	0
164	5033	23
2	5893	11
102	6613	9
12	2832	8
111	7569	9
9606	8251	3
2253	3108	30
2431	760	3
101	3870	6
3387	3970	9
799	698	7
12	5785	11
10990	9974	8
1373	8424	6
102	9682	5
3055	7124	8
4359	8414	9
1482	3525	7
1181	4278	5
331	7561	6
12	8533	14
460	1391	15
183	5267	24
14	8575	18
114	2806	15
101	795	13
1635	5905	11
876	3447	2
148	1141	14
10163	3873	17
410	1288	17
7177	9505	10
101	191	7
116	3831	18
714	8104	2
9	5798	17
1199	154	12
257	3632	7
32041	6334	25
12	3415	12
482	6432	17
106	2765	1
128	5300	4
2996	3743	3
4210	4652	1
460	8205	30
23742	6088	3
3735	9710	11
17	5345	0
246	8810	1
110	357	1
465	3833	1
17505	8037	5
14	7445	16
1136	9196	6
756	4327	14
5766	9752	15
7974	6334	29
3122	4158	6
12	2712	26
9885	5752	6
5047	929	3
1317	6796	11
1721	3846	18
186	8464	12
19928	8269	10
27671	4737	3
110	6700	4
111	827	2
27344	1417	19
110	7973	6
102	8733	19
405	5098	5
9345	5539	30
5780	8591	2
131	5393	5
3828	1800	3
4012	5060	1
138	8782	16
6544	7626	4
270	9821	13
116	6615	6
984	4977	10
231	4167	5
4067	4617	24
1394	3111	8
1375	2894	7
219	3640	13
606	5080	1
173	1776	0
8	7339	16
14	8146	16
238	8978	10
8	8262	16
211	5516	4
31107	540	11
105	9915	10
23688	331	7
118	2326	5
12	6352	3
113	8511	6
375	1379	18
103	7165	12
178	4905	19
9281	8575	4
14	4506	12
122	4419	18
2	1889	10
22729	8820	10
113	4761	11
158	5580	6
1462	3183	28
2	5092	0
206	2021	15
485	6977	1
14	6553	21
895	7236	23
6291	5337	25
106	238	1
372	4008	24
19072	7671	4
102	5553	13
1716	8774	8
25895	7892	1
5939	3232	19
654	595	12
101	2139	7
417	2894	10
18518	4123	17
180	9836	12
111	2328	2
1255	2833	7
9431	4092	6
12	8089	3
1901	3810	7
102	7376	10
508	5657	13
2353	2668	10
172	4883	9
31466	5160	6
936	6286	1
1735	2284	2
125	5837	13
101	7612	19
208	8364	9
102	3832	8
759	1847	9
16697	5446	11
14	7129	23
7275	3839	25
101	8189	5
883	6215	6
1594	5310	27
9	3626	17
2799	2133	2
160	7692	20
26606	5884	14
137	1165	2
10962	2377	4
31194	1026	22
656	7845	11
102	9872	2
24259	5691	2
393	7721	15
135	2505	3
14	3357	11
105	9013	10
5171	8053	4
311	6973	10
10531	1940	12
105	9502	20
4906	5901	5
101	8059	19
127	1241	13
104	379	9
240	6452	2
101	8857	3
1875	5819	24
691	347	16
848	5842	4
291	6584	24
10728	5094	7
115	8412	1
110	6374	17
17890	3650	0
1084	4482	2
1420	3554	17
150	1490	9
3172	2831	13
1263	4618	9
12	883	10
3644	1867	18
107	4012	4
12	6622	7
28761	5015	5
2619	804	1
3149	3043	21
925	7236	11
17	3556	6
16433	8387	22
16998	2242	8
5676	5648	5
31973	118	12
1623	9718	5
17011	2788	0
672	4371	31
480	2582	24
29998	7448	1
109	4515	13
111	3644	12
182	8638	0
31928	8727	6
14	5240	22
14	9631	13
14	2331	25
4007	1071	11
105	1880	11
267	5317	4
6537	131	2
341	8287	2
110	2043	37
6794	394	8
197	6964	8
158	7587	5
699	9327	2
2112	6514	2
2390	6958	11
462	2033	34
7579	4365	2
12	5650	8
104	4479	19
1006	8141	4
116	8054	15
21868	7150	0
460	9322	3
10646	9849	11
7066	7955	5
351	5140	4
1526	7354	18
2411	914	11
9712	1609	8
29010	8743	2
365	1628	20
6788	7748	6
475	1150	2
6256	9619	0
10130	4878	2
934	6317	21
3396	3699	14
1223	4423	1
170	6161	24
12	6001	2
1665	4200	8
110	9226	5
14	6114	37
12	214	20
142	879	7
18407	5424	1
273	3001	1
2873	6442	20
137	936	24
718	5856	11
103	5212	13
101	1916	16
105	8607	4
15152	7737	36
12	8985	13
466	3607	16
102	3377	12
12	5333	8
7151	9717	1
27770	1869	7
140	2740	9
877	4010	0
669	6039	14
1597	5835	14
102	4838	18
157	4890	3
1305	112	30
689	4652	7
564	7374	11
381	8226	10
10436	6793	4
128	4868	2
141	3828	29
212	9001	6
4948	4920	5
1303	4340	9
25815	1171	2
103	7338	19
2438	1361	11
104	1581	2
14	54	34
1130	4513	7
21000	8896	17
31484	5365	18
125	372	4
6671	9692	13
108	8093	9
1430	7385	16
12	769	15
12	6572	2
163	2997	2
1252	6105	16
102	9736	11
13455	288	0
178	1523	16
108	7224	23
2011	9726	6
123	6009	0
101	8975	14
29974	8370	13
108	1904	6
106	6172	5
291	8936	11
178	2297	11
1632	1213	4
101	3694	6
4923	2004	8
260	1681	4
10935	6157	11
19981	5067	0
14	7753	8
2050	41	16
457	4316	3
1949	487	17
3872	4323	11
264	7995	26
14101	9893	30
120	5723	3
124	7154	1
113	4160	20
12	5728	13
12	8265	20
2334	2999	6
26475	3672	3
3398	7393	5
7652	6265	11
1175	1533	12
2691	3959	3
27935	7041	15
2179	2261	18
4870	495	15
134	4621	9
4822	518	7
997	4910	21
12	8712	2
237	5058	3
1185	801	4
1249	3545	3
132	2315	2
125	5716	16
4627	9828	11
14	1073	36
604	234	2
102	8270	27
1627	2806	10
8792	5448	0
8921	9636	22
974	1710	9
126	6260	11
318	8857	8
9626	4644	10
627	3894	11
1410	6714	30
26611	7178	15
22927	6081	12
138	9618	12
12	9864	6
12	5770	1
14430	6175	19
3086	7916	3
14	5792	29
17283	9914	7
381	2947	4
119	8607	26
343	2913	10
1278	20	4
14	5033	31
226	8204	0
1069	520	19
358	1528	0
378	7881	14
1403	152	0
199	4165	8
12	4710	31
102	5892	8
12	9089	4
12	8044	4
7321	5545	11
299	483	33
4663	5437	15
101	3937	22
12773	1627	3
22319	5469	2
136	3153	0
109	916	4
609	8062	4
12	8229	14
105	3175	17
14	2272	26
14	4685	23
152	2044	0
173	1920	0
494	6056	3
12	6470	14
15094	239	5
12	8805	12
102	7617	5
6460	5844	14
14	1963	23
2566	5337	30
12	8641	6
12	2699	16
5222	231	8
12	5645	3
107	5693	10
461	4599	8
107	7742	19
2032	4699	25
25078	7886	6
12	5322	3
8	3281	14
14	4910	29
679	7176	8
1755	5306	12
212	1411	7
105	8576	15
191	3130	10
2801	1872	8
546	3435	4
108	9875	7
3491	4526	1
101	5192	8
5880	3695	7
10088	802	3
10272	8516	5
148	2443	6
20494	2511	7
10234	3733	10
1526	3401	10
116	3936	11
633	131	18
29097	5978	3
158	346	6
8	7611	11
8798	2069	8
14	8751	11
160	4849	13
3898	6992	0
1001	2248	8
12	5164	14
12	8709	23
10652	2971	2
1056	3751	0
109	6622	16
152	2129	0
6573	4383	4
144	9423	1
589	5843	6
4727	8128	9
8129	2419	0
29577	7582	16
1828	5307	14
3853	5706	2
102	4141	19
221	3302	8
317	1492	19
111	974	5
102	4552	15
12	8835	1
4121	4472	5
31995	3317	5
3230	9685	18
3348	2154	2
744	3692	0
130	5711	27
9	2197	7
359	1402	11
109	6623	4
131	3627	17
248	3859	13
1713	5357	7
6674	6834	14
110	6297	1
3456	5502	11
431	3153	29
2333	4348	5
354	6815	13
15320	1623	9
189	3568	3
14484	4378	4
1206	18	0
21566	933	5
12	5291	12
14566	7876	20
20988	7251	8
12729	348	5
8	8244	21
1131	4642	4
9	949	22
360	3120	4
952	8279	1
3523	4489	11
29773	1999	9
2310	1438	0
8	1203	24
5712	4345	7
678	2860	1
19978	8801	19
3527	5886	5
1051	4154	13
2103	5587	8
5977	6089	19
13781	7932	16
1379	5292	16
1401	2186	2
5630	7952	12
341	75	1
105	3555	2
1133	6870	11
472	9993	1
259	9068	4
859	3365	8
174	7926	9
1323	8054	21
116	2564	7
14	7721	19
134	3042	3
504	1210	17
105	4202	1
105	7301	6
546	5514	10
827	3479	30
322	5600	0
2212	3183	25
437	3375	13
11213	3712	22
108	3540	4
22597	2651	1
29391	9656	16
2353	8957	6
12	6761	7
5583	5151	2
3042	543	14
1467	6178	13
2947	3899	23
113	7596	2
2	9525	11
12	8032	5
410	607	14
12	9101	5
109	3382	20
11228	5635	12
14	3875	13
2224	7644	11
28195	7591	12
123	6356	0
14	2312	19
432	1968	8
3925	3103	8
3955	1044	14
27422	2854	23
359	1424	7
524	8260	3
1076	1794	3
115	8620	1
182	8713	0
111	3467	12
2783	8712	9
14	9768	13
2412	8576	12
222	5422	11
137	7198	9
108	6901	4
497	5341	2
786	3155	6
761	2926	6
30700	1796	21
249	2487	13
118	941	12
4833	831	12
106	2009	5
105	8431	4
2475	1847	8
3268	5989	2
9	422	35
490	6569	10
19874	7932	14
107	9779	12
380	6468	3
118	8583	9
15612	3025	14
539	7608	14
33190	4721	1
106	5617	7
5414	9074	6
700	6168	13
11338	2860	5
101	9667	9
150	9865	24
14	1157	10
30957	9693	10
146	9453	1
924	50	22
14	2447	17
191	1366	24
12	5318	2
1040	5394	8
12	8943	27
962	4077	7
107	692	1
340	3690	14
414	2239	12
1712	2595	10
888	9026	4
125	688	21
180	438	13
1381	8736	11
227	1699	8
25576	784	17
8255	9567	3
319	8981	7
107	245	23
255	3553	7
501	2623	8
977	1249	16
27147	9150	4
1075	9223	24
1378	8017	10
103	6082	11
103	2721	4
119	8635	9
103	8683	18
102	933	17
113	2276	6
136	7322	17
110	5116	12
117	1357	4
236	9957	9
6445	723	14
209	8351	13
856	385	20
14	1353	16
5914	3838	5
192	9940	1
3085	8270	26
515	5233	10
483	7797	0
102	6985	10
2168	7773	19
109	146	11
1327	4845	16
9999	3790	3
280	1072	5
138	9429	21
156	9083	5
122	7674	3
127	7715	2
25459	6304	13
137	8510	7
6515	9433	19
9	8541	13
162	9526	14
8025	8817	10
4044	7423	4
111	4737	7
31778	7800	2
847	5066	2
957	1462	7
101	7167	34
6999	7582	2
104	3687	6
1869	1354	12
105	6656	28
673	9508	14
12	1600	4
6471	8196	14
177	9879	4
476	1476	0
14	8234	21
1673	618	0
167	710	4
12	9124	3
21652	6941	0
191	5521	8
310	9735	6
17	5426	17
3651	7244	27
4242	3712	13
14	512	16
116	8673	1
135	1841	4
33116	6058	7
625	8478	2
103	1160	23
14	4427	24
679	4738	10
1207	985	10
3618	3918	5
185	5641	0
835	6210	13
12	3020	9
550	9447	14
162	9749	6
1768	6702	15
13707	6643	1
511	8928	11
175	2999	5
192	2641	1
21439	1939	22
1850	4236	3
171	3596	12
19969	6858	1
107	1362	17
117	4431	12
373	309	13
103	4037	8
108	5150	9
23061	7689	0
11648	2025	20
120	8401	11
12	4655	2
193	7280	2
108	6997	4
8673	4160	33
4564	6385	11
3947	9772	0
103	7110	20
1251	8403	22
157	6650	9
104	6665	20
1347	1808	18
269	5800	3
115	8204	1
12	8585	15
12	1294	2
450	6955	3
30861	8549	15
10280	2334	8
223	5026	25
17460	12	22
13041	1177	9
14	2507	25
17435	3280	0
119	1495	28
2794	5954	4
219	2569	6
12	1706	8
6346	7943	3
496	4326	4
3024	7711	10
260	4342	9
165	7581	1
25225	8096	12
2027	7633	24
3079	2002	10
2195	1964	13
9	4177	14
2149	3218	2
2107	6442	19
170	6563	6
4562	7251	15
292	5774	11
14565	4134	17
1758	7508	29
524	9481	9
