2563	12	3	7.9
547	107	3	6.41
123	574	11	80.16
12	964	7	14.14
106	675	4	12.13
1760	12	3	4.96
101	289	6	4.81
12	2231	6	22.9
104	636	3	6.69
569	103	14	62.35
8	855	3	10.86
940	14	7	12.57
1075	522	3	32.14
2498	1858	3	46.74
113	1252	3	15.34
161	8	8	14.67
1893	14	3	4.75
971	14	5	5.97
3081	14	4	13.7
559	101	4	4.44
221	227	6	39.45
103	919	4	11.22
217	104	25	99.82
820	102	3	3.93
339	874	3	28.29
102	257	7	5.28
108	5159	3	23.3
1524	12	3	4.19
460	164	26	285.87
122	126	15	43.43
102	406	5	5.42
165	239	7	43.35
102	457	8	16.23
9	178	5	7.26
582	9	3	9.22
435	103	4	5.96
1119	105	3	10.11
701	629	5	56.41
183	14	21	11.43
1493	12	3	4.19
194	109	5	7.54
140	221	3	10.38
101	4329	5	36.17
120	248	3	7.41
198	475	3	20.08
113	736	3	11.95
107	822	3	8.72
255	139	3	11.52
146	106	8	7.75
58	101	3	6.3
133	6413	3	37.36
869	794	4	46.77
113	2412	3	20.35
181	121	3	5.56
1302	101	3	6.3
1329	529	3	33.44
1609	14	3	3.93
103	161	35	108.5
103	242	35	151.62
133	1374	6	52.74
127	2216	3	23.59
1038	12	8	19.76
3349	756	3	43.47
4719	12	4	23.97
153	102	12	5.53
142	304	4	20.51
379	493	3	25.59
1418	3783	5	94.51
322	117	3	8.64
109	390	5	15.76
102	833	5	11.02
101	2015	4	14.9
111	355	4	12.16
716	125	3	15.1
2996	101	3	12.36
407	105	7	21.75
386	14	8	4.81
557	119	10	64.25
114	127	39	159.2
791	5682	3	52.19
172	147	17	112.43
129	237	6	26.22
110	1564	9	72.98
12	482	7	6.27
2708	221	5	61.74
106	264	6	12.31
124	145	6	14.76
101	633	4	5.21
2547	14	6	25.61
104	184	25	87.43
552	306	6	58.37
1246	163	6	57.88
2182	5351	4	79.83
109	478	5	17.56
8	1334	3	13.92
389	431	7	70.83
103	2865	3	15.18
110	297	9	36.25
1142	107	3	10.62
955	12	4	4.14
121	124	6	7
2021	198	3	29.7
2295	12	4	12.11
102	1004	3	4.87
2357	146	5	53.34
109	174	17	57.84
114	1130	4	22.53
398	584	3	26.9
125	121	39	183.29
950	1742	3	39.31
885	112	3	13.01
196	3571	5	65.41
900	326	5	52.77
101	2173	4	15.8
114	541	15	104.58
168	12	21	12.32
12	228	17	14.72
102	1840	5	20.48
107	673	6	23.13
118	286	3	7.93
114	872	7	43.66
141	1113	11	112.26
1428	127	3	20.4
507	12	6	4.43
633	102	8	20.73
233	994	3	25.84
101	531	5	6.95
102	1117	6	19.36
12	694	5	4.33
1231	14	4	5.12
1450	1119	4	54.85
1314	108	3	11.85
191	116	4	8.2
661	9	5	21.47
137	105	18	29.62
2081	14	4	10.16
165	210	9	57.45
1637	224	14	204.02
102	359	7	9.81
101	1350	3	6.62
103	661	3	5.06
114	1641	5	35.36
623	12	17	51.78
1604	102	3	7.88
3836	2186	4	74.83
1713	107	7	46.3
740	12	5	4.76
246	109	4	6.61
360	102	6	6.95
1488	12	4	7.7
373	12	9	8
2485	107	3	16.14
382	106	3	4.8
102	159	50	148.56
107	1323	4	17.85
964	233	3	25.58
158	346	36	402.39
245	380	4	29.68
1992	14	3	5.23
102	1508	4	12.31
659	6799	3	51.04
117	132	11	25.03
1438	102	7	29.52
679	715	5	57.29
1088	387	3	30.36
108	2759	5	35.78
250	114	3	5.78
1284	14	6	12.87
1709	112	3	17.66
2156	14	4	10.16
267	254	8	65.51
103	710	3	5.35
269	776	3	25.71
3036	14	3	8.09
108	395	9	34.27
109	752	5	21.87
852	12	5	6.04
180	534	3	19.85
434	1700	5	63.75
1010	1946	4	57.62
130	115	28	105.4
2658	12	3	7.9
113	156	13	42.42
1118	14	4	4.46
206	1680	3	28.89
136	216	3	9.5
331	104	7	18.67
927	410	8	97.48
318	244	3	19.15
671	12	5	4.13
277	1380	4	42.5
102	4942	3	17.4
2661	5638	3	61.11
263	156	4	20.81
5371	110	3	25.89
180	196	7	41.48
576	102	6	11.41
109	930	4	17.37
102	188	26	57.32
988	116	12	98.58
127	204	6	23.07
102	114	99	158.19
1172	105	3	10.4
1071	14	8	18.63
2894	14	6	28.75
733	108	3	8.26
604	268	4	34.81
108	650	11	57.39
115	128	9	14
1032	106	3	10.04
675	210	3	22.41
108	828	3	9
5821	12	3	17.97
938	314	3	28.18
1006	102	3	4.87
101	2113	6	30.16
170	604	6	49.04
103	1347	3	9.23
1110	6140	3	54.47
160	998	4	32.58
101	6769	3	21.7
102	2014	4	15.08
101	832	4	7.03
1039	102	3	5.09
1961	103	10	75.38
445	464	3	26.09
116	1706	3	18.94
725	256	3	24.55
108	1997	8	61.27
1301	103	3	8.89
150	128	5	12.96
468	119	8	44.85
129	384	5	26.34
109	1437	3	14.27
104	355	5	10.92
542	215	4	30.82
12	243	11	4.55
133	276	7	39.2
693	115	4	18.84
106	523	5	15.17
743	131	4	25.06
2	2325	3	18.21
347	109	3	6.04
1986	12	3	5.9
103	334	19	76.4
181	147	6	27.73
1337	12	4	6.75
577	115	3	11.45
102	989	10	40.96
110	2858	4	30.98
103	2939	3	15.18
132	355	4	19.31
126	975	4	25.19
283	106	6	13.4
108	1084	5	23.06
102	2217	3	10
181	299	8	59.91
230	487	4	30.95
1393	14	4	5.89
1087	137	3	20.2
103	186	29	90.29
110	517	11	61.82
241	148	7	40.37
1892	140	6	60.09
934	12	4	3.9
6080	1484	3	56.68
403	227	7	59.79
542	104	18	102.51
956	102	5	12.45
1014	482	3	31.45
248	209	6	39.91
2190	102	3	10
215	103	6	4.73
437	14	7	3.96
102	1654	5	18.63
943	161	3	22.34
12	157	17	4.16
1173	112	12	99.68
2283	9	4	27.75
2399	14	5	16.75
1667	14	3	4.31
334	101	12	26.17
380	464	4	36.06
106	222	11	28.38
110	3722	3	23.67
1121	102	9	37.49
198	102	20	36.46
185	12	76	239.61
115	111	14	14.43
125	570	3	13.82
108	604	4	11.94
237	218	4	23.27
126	807	3	15.93
1156	102	3	5.84
1012	5683	3	53.88
571	14	10	15.37
103	362	21	93.58
251	229	3	16.58
2659	803	8	140.7
138	121	12	37.85
110	2549	5	40.08
180	6368	3	41.67
126	105	81	303.93
1242	125	8	68.19
689	1979	3	38.33
1009	14	6	9.96
105	1123	3	10.11
112	131	6	5.54
367	110	11	54.12
109	2368	3	18.16
110	655	13	84.93
103	991	3	7.22
1059	1011	6	82.89
346	107	19	95.89
102	129	75	176.39
1951	456	6	82.97
145	131	10	40.16
496	12	9	11.92
104	762	3	7.63
1044	14	7	13.71
865	108	3	9.2
110	3208	3	22.09
190	114	7	19.65
105	357	28	163.64
891	14	8	15.24
1941	14	3	5.23
102	4100	3	15.22
689	4301	3	44.49
133	695	3	17.01
110	1669	5	33.41
103	1964	7	43.14
103	1896	9	60.45
3574	12	4	16.53
176	230	4	20.74
499	107	17	94.91
142	683	4	26.85
126	555	7	44.39
521	103	5	10.95
1703	101	3	8.2
101	931	3	4.36
297	14	15	16.96
425	1013	4	43.53
12	144	28	14.05
103	1390	5	20.82
747	426	9	108.64
458	12	7	5.66
102	3439	4	21.59
542	107	6	20.69
840	102	3	3.93
119	890	3	14.51
135	156	3	6.93
3655	12	3	9.96
752	117	3	13.34
102	2167	4	15.98
1254	196	4	37.09
105	3161	3	17.46
1247	14	5	8.39
110	464	11	59.24
1609	112	7	54.43
110	584	8	41.4
121	204	6	20.78
108	2461	4	24.78
571	9	3	9.08
4947	112	3	27.11
2316	14	3	6.43
2666	101	3	11.39
210	14	20	15.24
678	650	3	30.41
192	105	8	12.65
108	664	6	23.72
179	445	9	77.51
1550	102	3	7.47
113	1775	3	17.81
223	115	5	13.45
107	4400	3	22.99
1281	104	15	118.37
8	365	5	15.34
152	155	8	39.15
1160	14	5	7.91
107	1094	5	22.56
101	601	4	5.05
106	116	26	29.1
6347	106	3	27.44
2911	14	3	8.09
1927	132	3	23.96
148	1877	3	26.05
133	377	21	184.26
119	134	5	6.02
110	3205	3	22.09
104	652	4	11.25
884	101	3	4.17
102	1463	6	23.05
102	1539	3	7.47
506	109	10	50.35
123	1145	3	17.97
176	426	4	26.97
267	351	3	21.05
608	872	3	31.49
102	140	21	16.63
102	190	33	88.15
102	273	28	97.82
422	440	3	25.38
1610	14	3	3.93
180	433	3	18.6
6905	235	3	43.95
112	2826	3	21.07
102	2680	3	11.52
105	1515	3	12.19
2397	113	3	20.35
176	175	5	24.25
668	115	5	25.57
112	388	5	18.82
103	628	3	4.78
1821	109	7	52.69
102	593	7	15.63
102	442	10	23.77
151	110	11	26.29
260	138	3	11.2
101	349	5	4.08
1998	102	3	9.38
107	198	16	49.01
481	5174	3	44.63
149	189	3	10.74
2989	103	3	15.18
606	108	5	17.1
173	118	21	104.53
1409	6178	3	56.25
134	478	5	30.41
1068	103	6	23.97
5161	108	4	37.04
123	229	9	41.45
798	109	5	22.55
3268	12	4	16.53
105	212	8	14.26
149	124	6	15.67
272	111	3	5.93
131	147	12	53.01
3237	12	4	16.53
1046	523	3	31.85
102	2731	4	18.25
102	2835	3	11.52
186	110	10	28.15
111	703	4	17.24
332	128	5	24.16
2610	6118	3	61.11
1062	880	3	35.34
2528	14	3	6.43
377	116	3	9.46
433	105	13	58.06
2145	106	4	23.25
272	4900	3	41.03
240	326	3	19.34
127	219	4	12.74
12	1624	4	8.24
221	324	12	109.46
133	1719	3	23.35
148	213	3	11.28
1109	12	4	5.26
792	1465	5	67.48
131	399	3	13.51
116	374	3	9.37
166	1258	5	47.12
1144	12	8	22.25
3390	12	3	9.96
1366	104	3	11.36
1064	12	4	4.95
1767	104	3	13.07
4274	14	4	18.03
160	501	7	55.42
169	201	3	12.56
134	174	10	48.96
124	708	7	46.96
2802	14	3	7.19
1347	2563	3	45.27
1739	647	3	36.83
129	342	3	12.09
102	5418	3	17.4
101	2504	4	16.84
156	568	5	36.65
4234	128	4	42.88
106	330	3	3.99
529	102	4	4.31
358	110	5	16.28
133	595	4	23.96
107	942	3	9.58
574	111	3	10.11
1565	12	3	4.55
102	1961	7	36.76
646	102	5	8.8
116	2271	3	20.74
2852	12	3	8.82
339	572	3	25.67
836	408	3	29.03
102	630	7	16.31
127	649	3	15.13
108	713	6	24.43
1195	14	6	11.58
110	2853	3	20.86
1611	101	3	7.75
989	108	6	28.93
1964	14	3	5.23
4733	2907	3	57.64
102	2150	3	10
645	189	3	21.48
702	4124	3	44.67
103	142	16	18.21
103	192	7	5.68
104	3987	4	30.87
366	12	15	26.1
102	937	3	4.47
102	885	5	11.7
124	1298	6	46.9
101	1739	3	8.2
101	1081	3	5.21
476	107	4	9.85
188	115	5	11.68
533	101	5	6.95
104	555	12	57.38
3992	119	3	26.45
2656	224	8	116.17
757	106	3	8.13
101	2249	3	9.87
251	216	5	31.85
2556	12	3	7.9
459	298	3	23.49
203	2068	6	70.74
2702	12	3	7.9
109	543	3	8.22
722	101	5	9.36
307	14	10	5.85
109	440	3	7.2
185	130	3	7.21
469	134	3	14.99
1915	14	4	9.31
200	1091	3	25.29
228	782	3	24.02
527	208	3	20.95
642	427	12	149.69
890	231	3	25.04
150	144	7	29.29
219	130	4	13.49
4033	108	4	32.06
106	211	12	31.87
937	109	16	123.13
311	1322	3	30.3
233	221	18	162.66
101	698	4	5.94
6645	104	3	26.89
1979	646	3	37.99
151	635	3	18.93
129	467	3	13.81
104	431	10	38.9
12	2916	5	21.79
302	108	5	10.7
1115	14	5	7.47
189	14	41	71.28
1089	2213	5	76.94
108	1860	4	21.92
141	1763	4	35.26
116	601	3	12.05
102	2277	7	38.91
131	851	3	17.82
3248	1153	4	65.64
127	2166	3	23.59
102	4194	3	15.22
598	12	11	22.39
128	126	4	4.02
102	1005	4	8.56
658	1915	3	38.16
111	214	4	7.16
565	120	4	19.27
154	489	6	44.23
1003	102	9	34.58
102	499	8	17.44
191	121	8	30.64
1315	1666	3	40.93
918	112	7	43.67
151	1551	5	47.36
103	726	3	5.35
2327	106	9	82.34
160	121	6	16.57
630	14	8	10.24
1231	9	5	28.36
1012	106	3	10.04
105	195	6	6.91
108	1296	5	25.29
222	107	8	16.12
277	102	6	4.51
190	145	4	15.88
625	6080	3	50.71
104	804	6	24.3
1596	104	6	34.84
245	391	3	20.68
359	6713	3	47.48
101	139	28	32.05
221	1467	3	27.92
1629	125	5	40.51
1030	101	3	4.98
1479	14	4	6.81
1429	105	3	11.78
691	119	4	19.59
620	108	3	7.33
1811	14	3	4.75
107	1257	4	17.38
4344	14	3	10.69
439	155	3	17.34
246	102	7	4.41
114	1959	3	19.29
671	1454	5	65.5
235	12	11	4.13
317	158	3	15.63
1620	113	5	34.77
1035	291	5	53.04
2135	12	4	11.12
102	320	6	5.77
230	673	3	23.18
101	1387	3	6.62
102	262	7	5.57
4128	140	3	31.6
310	102	6	5.54
102	145	12	3.92
127	124	5	5.97
1158	103	3	8.27
3628	14	3	9.22
464	14	20	50.81
126	235	18	113.38
1031	373	3	29.88
104	2056	6	38.74
685	108	3	7.93
166	535	10	89.9
1395	342	3	31.36
208	103	7	6.63
813	105	4	12.93
174	137	3	7.89
5716	101	3	21.7
119	208	3	5.44
103	3419	4	25.24
430	14	9	8.18
940	9	3	11.99
718	108	5	18.48
296	140	40	408.36
117	180	3	4.32
547	104	3	5.91
1900	12	3	5.4
6771	12	3	17.97
107	505	3	6.07
101	124	22	4.26
124	666	5	29.28
139	892	3	19.44
1489	115	3	17.67
12	644	5	3.93
103	2032	4	18.62
1184	117	4	24.15
299	243	3	18.83
4034	163	3	34
222	151	5	24.68
1680	14	3	4.31
225	118	4	9.76
1970	112	9	84.45
582	14	12	23.17
103	754	7	24.64
783	113	3	12.32
123	1600	3	20.29
1061	102	4	9.22
12	1915	5	15.42
101	1238	3	6
681	2	4	15.01
250	145	9	56.77
109	336	19	106.74
532	12	8	9.61
361	107	9	31.88
2991	14	5	20.5
102	1022	4	8.88
2675	112	3	21.07
690	121	3	14.28
106	1326	3	11.53
215	116	8	28.69
118	193	3	4.9
1029	14	4	3.89
106	417	6	17.99
12	191	72	232.19
424	118	5	22.25
12	141	33	19.58
116	3386	3	24.61
120	239	3	7.12
105	624	6	21.44
1105	435	3	31.31
497	12	7	6.48
8	2	16	4.54
150	170	7	34.27
108	2016	4	22.76
198	115	21	110.29
767	1347	3	36.15
261	105	4	4.67
106	165	14	32.06
121	337	6	28.77
103	422	9	26.35
469	234	3	21.32
311	2702	7	102.87
5421	12	3	13.58
622	110	4	15.36
4112	14	3	10.69
698	1214	6	79.69
179	522	3	19.71
143	144	3	6.86
126	612	5	29.15
128	395	4	19.03
103	479	6	14.22
138	115	61	356.8
107	958	5	21.18
152	156	3	9.02
825	102	5	11.02
368	2375	3	36.22
557	107	3	6.54
117	675	3	12.64
114	217	4	8.34
704	103	8	29.4
114	144	35	172.91
198	108	6	8.45
119	787	4	20.59
6537	108	3	27.78
110	3716	5	50.63
114	394	9	46.79
2461	460	3	37.42
375	157	3	16.7
1311	125	7	58.23
120	116	8	7.98
104	519	6	19.33
683	106	6	23.42
814	107	8	38.94
107	788	14	85.95
102	1660	4	12.9
107	637	3	7.2
12	143	205	946.95
238	115	13	61.55
168	202	4	19.01
6626	2041	3	58.81
102	1036	4	8.88
102	953	3	4.67
1659	12	4	8.24
220	156	6	32.65
103	227	21	64.73
347	314	3	22.15
128	143	7	20.28
562	12	10	17.1
110	583	9	48.9
153	285	8	54.61
195	14	29	34.01
417	103	7	17.1
1081	105	7	35.66
109	256	4	7.25
1234	9	4	20.7
103	681	4	8.97
1350	657	6	80.56
104	3645	4	28.26
2853	14	5	20.5
717	256	6	58.15
165	222	4	19.37
148	2792	3	28.95
1031	102	3	5.09
126	489	5	27
131	102	45	70.66
4749	12	3	13.58
101	4883	3	17.26
370	108	4	8.52
1564	14	4	7.34
517	14	8	8.05
102	1284	3	6.42
107	134	8	4.56
2159	112	8	74.32
530	105	4	9.83
400	14	11	12.5
134	338	3	13.08
692	119	28	275.56
107	535	4	10.65
6506	112	3	31.6
119	198	3	5.15
110	3206	3	22.09
390	1045	3	30.18
110	2555	6	51.79
950	117	3	14.85
113	1115	4	22.06
4526	2958	3	57.64
103	934	14	79.4
822	4339	3	45.68
217	118	4	9.48
2731	105	4	24.9
977	219	3	24.93
102	139	32	44.53
392	494	4	36.85
1781	14	4	8.58
398	641	4	39
5893	106	3	27.44
384	1879	3	34.38
154	235	4	19.11
121	615	5	27.95
102	225	32	96.43
911	399	12	158.96
102	124	47	52.85
151	1271	4	34.09
148	314	3	14.52
12	1693	3	4.96
648	115	4	18.39
3432	113	3	23.46
102	1447	4	11.77
101	320	7	8.1
744	221	3	23.47
123	363	3	11.11
114	812	4	19.5
8	1038	3	12.04
1064	101	3	5.21
841	105	7	31.28
155	151	8	39.01
3401	103	3	16.39
105	265	12	38.57
798	108	10	54.84
105	148	22	56.01
1644	14	6	16.19
130	121	9	20.15
349	125	38	359.04
4673	106	3	22.96
113	263	5	14.66
819	8	3	10.65
767	1942	3	39.1
222	118	3	5.73
102	1194	4	9.96
101	472	5	6.11
106	960	3	9.55
151	158	12	69.62
103	2127	3	12.62
102	374	14	38.27
250	225	4	24.03
111	702	5	23.85
108	2761	3	17.29
102	545	12	37.53
2008	1023	3	41
108	512	5	15.48
2262	106	3	15.37
306	139	10	68.6
114	1828	3	18.7
116	174	3	3.93
110	2284	4	28.2
409	407	4	35.69
710	268	3	25.13
3608	685	4	60.78
311	119	4	13.55
1180	14	4	4.78
1258	364	4	44.57
2083	14	3	5.79
505	106	3	6.04
216	116	4	9.19
147	105	7	4.78
2487	3809	3	53.51
970	289	5	51.98
110	2852	5	42.28
504	12	8	9.05
108	1086	9	53.86
6045	6166	3	71.7
8	202	4	5.2
1486	110	3	15.51
375	110	3	7.18
156	109	8	13.86
108	1734	6	37.76
103	1466	9	52.14
467	2633	5	71.29
2678	112	3	21.07
424	151	4	24.74
107	621	13	70
118	169	6	14.95
1011	585	5	60.17
108	3534	3	19.52
3202	14	3	8.09
106	132	49	166.33
2121	2295	9	188.81
159	215	3	12.35
102	2004	3	9.38
102	1900	3	8.82
