398	584	3	10.61
125	121	71	76.12
514	1455	3	17.29
166	627	5	12.44
200	652	3	7.25
1719	400	3	17.67
150	1345	4	12.56
103	3892	4	7.18
3603	422	3	23.21
123	2530	4	11.86
104	6541	3	10.47
2107	213	4	22.06
163	128	16	7.77
302	103	32	13.2
913	157	3	7.74
176	3319	3	16.32
3051	101	6	6.84
179	1376	3	9.64
196	3571	5	37.56
387	2532	3	21.08
458	337	3	8.19
480	429	3	10.56
900	326	5	24.94
120	265	10	7.28
2594	125	3	8.36
114	541	20	48.3
1650	191	3	11.04
120	213	17	15.38
120	148	22	9.51
202	140	10	7.55
3235	107	4	7.88
8	3056	4	9.15
982	183	3	7.93
168	12	119	14.96
260	818	3	9.17
7232	113	3	15.08
12	185	120	31.53
12	228	82	18.48
5384	358	3	25.96
128	1452	5	13.15
386	395	3	8.15
442	381	3	9.17
2465	120	3	7.38
2116	111	4	10.01
5473	110	3	14.01
476	120	8	9.36
338	1817	3	17.35
886	180	3	6.9
2277	102	9	12.82
2421	196	4	22.09
188	102	94	45.83
102	1840	11	16.53
708	336	3	10.27
118	6437	3	16.17
146	253	7	6.69
173	149	16	26.48
1848	107	6	7.67
114	872	12	26.62
391	502	3	9.48
421	124	8	8.11
141	1113	11	53.02
303	572	5	19.49
156	802	4	9.76
1293	230	3	11.14
1848	311	8	65.11
968	376	4	19.8
162	1883	3	11.15
144	1605	3	8.62
4289	111	3	7.89
1385	363	3	18.36
5466	640	3	34.19
445	639	3	11.52
213	1484	3	12.23
102	1328	12	7
233	994	5	21.53
387	305	4	12.78
160	116	27	12.31
4852	108	3	7.16
3386	116	3	8.28
6837	108	3	11.34
4067	108	4	10.44
1376	517	3	17.04
104	4250	4	9.34
308	636	3	9.15
106	1028	9	7.88
3585	137	3	12.65
3684	101	6	11.62
1450	1119	8	87.19
661	9	9	8.28
1328	130	5	12.35
191	116	20	8.32
137	105	84	18.93
717	123	11	24.91
5262	106	3	10.71
6804	108	3	11.34
447	157	5	8.94
2009	114	7	22.56
2909	2690	3	34.53
165	210	12	20.87
1997	108	9	24.26
1637	224	14	125.52
3203	240	6	54.91
278	337	4	9.14
3082	1444	4	46.21
2206	683	3	22.2
366	617	4	17.51
257	557	3	6.92
2020	182	3	12.05
117	1218	5	7.71
755	101	21	10.02
122	340	9	8.41
640	236	3	8.57
211	231	13	36.11
112	357	33	81.56
723	259	3	9.21
236	341	5	13.08
114	1641	6	13.27
593	209	4	10.08
5304	102	4	8.19
143	872	5	11.27
493	166	9	31.77
350	200	4	6.73
477	4537	4	43.78
3655	784	3	26.86
206	839	4	12.62
282	586	4	13.28
435	264	6	21.99
399	311	5	17.31
104	1711	7	8.79
116	241	17	10.25
263	381	4	10.49
2463	12	8	10.37
582	158	4	7.5
263	592	3	7.84
116	160	27	12.31
474	12	44	29.31
1279	154	3	7.68
263	532	4	11.58
186	126	16	9.97
1168	126	5	10.07
3836	2186	4	52.13
111	2299	5	12.15
1713	107	8	15.78
164	1506	5	23.72
166	549	4	7.23
149	1254	3	7.83
429	228	4	9.37
664	320	3	9.61
307	664	3	10.03
103	4222	4	7.18
174	1456	4	15.56
5893	221	3	26.87
109	937	19	53.99
1230	194	3	9.6
2628	140	3	11.26
429	111	11	7.79
373	12	42	10.98
429	185	4	6.91
837	123	7	12.71
5236	112	3	10.58
3817	1574	5	67.76
127	203	17	19.61
489	101	29	11.85
102	159	108	31.81
131	2739	3	10.24
5850	400	3	31.61
905	303	4	17.24
157	648	4	8.14
404	687	12	84.13
181	1029	4	12.81
597	258	4	12.39
4693	1112	4	51.52
5053	1198	3	33.27
1228	165	3	8.06
138	773	5	9.17
1410	927	3	22.07
897	1117	3	19.18
607	101	23	8.86
182	119	25	15.96
445	5575	3	31.85
1422	219	3	11.33
494	4672	4	43.59
964	233	3	9.48
536	717	3	12.86
138	654	6	11.33
158	346	37	212.88
245	380	5	13
741	389	3	11.18
530	384	10	57.77
107	6609	3	11.13
744	236	3	9.27
537	427	3	10.34
112	1430	8	18.98
442	708	3	11.63
464	5960	3	32.49
110	2074	5	10.52
471	146	6	10.6
1012	503	4	23.98
445	4399	3	31.85
370	524	4	16.63
511	103	18	8.44
851	213	3	8.69
1231	497	3	20.08
214	119	18	10.8
391	166	17	70.57
2854	107	6	16.87
107	4707	3	6.97
1894	126	4	12.05
1438	102	11	8.69
587	1387	7	55.63
3893	609	3	29.19
480	628	3	12.09
130	416	7	7.48
293	705	3	10.36
355	271	5	13.62
541	122	7	8.1
5049	117	3	11.96
3067	120	3	9.08
258	597	4	12.39
228	129	12	9.53
135	885	5	10.17
921	214	3	8.93
671	124	6	7.38
155	136	16	10.01
901	16	3	6.93
6067	3916	3	47.94
180	1425	3	9.73
653	651	3	14.1
679	715	7	49.11
1088	387	4	21.54
115	4224	3	9.53
418	389	3	8.35
157	1035	3	6.66
127	578	6	7.06
2444	103	7	14.9
108	2759	5	9.3
157	900	5	14.9
146	1983	3	10.08
1185	119	5	7.46
203	1182	3	10.3
1709	112	5	8.91
310	533	3	8.68
267	254	8	23.3
12	2094	9	6.64
1496	173	3	9.7
122	217	17	14.98
1162	203	3	10.3
128	815	5	7.42
16	943	3	8.5
1087	728	3	17.54
516	112	12	12.78
3341	964	3	28.02
246	538	4	10.71
909	178	6	23.61
108	514	17	13.81
559	390	3	10.15
212	988	3	8.98
2324	2956	3	35.77
745	158	32	259.27
700	500	3	14.13
109	752	9	7.03
180	534	4	7.67
399	183	9	28.42
113	1598	5	8.4
213	142	9	7.45
5253	110	3	9.72
8	1977	5	8.73
470	102	28	8.34
806	354	3	11.28
517	5959	3	32.77
12	3230	6	7.77
373	426	4	14.89
628	668	3	13.59
464	379	3	9.35
128	2595	3	12.69
253	295	21	111.45
9	3824	3	7.7
303	445	3	7.28
434	1700	4	28.36
539	2009	3	20.08
141	1136	4	9.85
1010	1946	4	35.33
1988	120	3	7.38
130	115	65	44.67
1706	505	3	19.39
798	102	18	9.27
312	1018	3	12.03
132	1684	3	8.25
12	2544	9	11.66
123	2917	3	8.63
2658	12	8	10.37
1661	133	4	11.34
4955	111	3	9.93
180	1141	4	13.53
198	976	3	8.06
112	4049	5	24.84
101	578	24	7.95
108	4086	4	10.44
415	128	7	6.99
102	1200	14	9.58
452	600	4	18.29
239	431	5	13.39
1053	387	3	14.57
108	6070	3	11.34
233	999	5	22.47
769	222	3	8
169	393	6	12.19
1376	448	3	16.02
1763	9	5	7.67
667	103	22	23.48
254	513	3	6.88
1159	8	7	8.58
104	4379	4	9.34
177	159	9	7.55
12	815	24	11.86
139	929	4	7.35
1450	1250	3	24.25
8	4663	3	9.26
471	443	3	10.07
585	1059	5	32.94
612	235	5	16.43
168	631	7	21.37
244	1069	3	10.34
110	1620	6	10.54
109	5289	3	8.75
102	1505	13	16.63
2785	199	3	15.4
1432	151	3	9.44
124	849	8	16.89
101	204	67	8.53
425	103	25	18.66
107	6688	3	11.13
101	155	130	56.38
1221	153	3	7.32
1332	125	4	6.89
1555	121	4	8.36
109	3421	3	6.76
145	233	9	10.42
352	1096	3	14.26
123	377	11	13.57
109	3625	4	12.58
820	1410	4	32.26
427	4639	3	27.36
890	602	3	15.82
206	1680	3	12.43
101	3019	6	6.84
114	613	8	12.84
2471	111	5	12.15
3911	166	3	17.7
1670	166	3	10.66
1805	349	3	17.06
1100	336	4	20.05
927	410	8	52.54
402	291	3	6.84
218	423	8	28.7
122	3981	3	11.81
168	2271	3	12.22
569	195	8	28.54
339	5496	3	30.36
174	109	43	29.15
149	484	8	22.22
625	4730	3	29.7
336	194	6	12.22
102	3024	6	7.43
108	143	56	6.67
3271	104	4	9.34
175	1680	3	12.03
277	1380	5	29.28
166	421	5	9.34
131	404	8	11.99
17	241	7	11.65
388	314	3	6.95
101	3893	4	7.75
5881	902	3	36.07
6819	115	3	15.97
908	850	12	116.2
5371	110	3	9.72
813	1609	3	21.34
180	196	13	25.57
409	145	7	12.99
317	192	5	8.03
2263	655	3	22.78
470	351	3	8.24
872	608	3	14.63
5547	364	3	30.85
102	290	39	10.65
105	3971	4	9.53
141	2984	3	12.4
3509	1089	3	29.14
102	188	94	45.83
988	116	13	38.69
391	5720	3	31.06
453	103	19	8.47
1088	135	4	7.99
620	121	6	6.75
376	853	3	12.29
102	114	361	51.41
125	2279	3	6.92
309	1581	3	15.9
550	310	4	14.2
128	1001	6	13.04
192	659	3	6.66
159	2040	3	11.12
526	933	3	14.5
4409	535	4	44.17
1035	204	3	8.7
1774	103	7	8.1
2566	101	5	9.69
367	157	6	10.2
104	1376	11	18.64
283	415	3	7.64
435	1105	4	23.1
5447	240	3	27.37
132	236	16	28.62
794	407	3	12.58
122	4284	3	13.95
628	568	6	34.61
273	189	7	13.1
455	1569	3	17.41
132	106	85	11.23
119	1956	5	13.16
733	108	16	22.51
4412	364	4	41.2
604	268	4	13.02
101	5238	4	7.75
108	650	15	13.98
107	3548	4	7.88
175	1272	3	9.99
782	130	5	7.52
4953	8	3	9.26
141	799	6	15.64
6459	171	3	24.29
111	4738	4	18.98
449	855	3	14.46
675	210	4	11
716	216	3	6.92
735	194	3	7.45
109	2650	6	17.51
904	593	5	32.73
716	318	3	9.71
217	642	4	11.23
703	1714	4	30.48
5119	196	4	34.32
121	12	384	144.66
115	3074	3	8.08
101	2113	9	11.89
147	354	6	8.07
256	390	6	20.89
170	604	7	21.3
571	260	3	7.35
106	6390	3	10.71
3896	1011	5	63.51
529	313	4	13.33
954	1658	13	160.07
2995	12	6	7.77
1963	133	4	13.47
2158	175	3	16.35
106	138	116	75.08
117	759	7	8.25
1110	6140	3	37.44
1028	172	4	12.63
2610	4576	3	39.59
160	998	5	15.62
102	2014	10	14.67
1890	926	4	34.09
124	140	29	14.83
152	12	154	28.16
233	164	8	11.91
3126	127	3	9.74
5922	6166	3	54.67
7109	109	3	13
107	941	11	11.3
172	179	8	7.15
491	105	17	11.61
1961	103	10	22.98
354	555	3	9.18
104	6355	3	10.47
116	1706	4	6.78
445	464	3	10.08
228	663	3	7.16
155	652	6	17.04
725	256	3	10.14
108	1997	9	24.26
1069	121	6	12.01
6178	5757	3	54.67
1448	108	8	10.68
107	2326	6	11.83
468	119	11	13.42
1	3254	4	38.59
125	1321	4	6.89
2	681	7	8.37
941	123	7	13.76
116	1963	4	8.13
208	1044	3	9
846	480	3	13.55
542	215	4	9.24
313	750	4	15.86
156	103	74	24.01
2257	828	5	49.98
2487	108	5	7.84
403	141	6	9.01
514	108	17	13.81
265	277	4	8.41
840	254	3	10.22
6230	400	3	31.61
166	2087	3	13.11
670	319	4	16.38
101	2250	7	8.49
2003	363	3	19.02
260	623	5	18
133	276	11	15.16
333	1313	3	14.42
647	658	5	28.47
693	181	4	9.55
187	957	3	7.93
274	166	9	18.69
693	115	8	8.89
12	110	633	73.95
1209	110	6	6.98
133	127	34	23.03
103	1603	8	7.37
7318	1827	3	41.17
1735	1698	3	26.6
2349	237	3	15.81
611	450	5	23.8
188	122	15	7.43
255	12	82	38.96
1305	12	13	8.03
1073	124	5	8.34
3132	102	6	7.43
2	2325	4	11.14
4537	477	4	43.78
104	4078	4	9.34
948	111	8	9.96
490	142	6	10.3
654	104	16	14.9
1087	180	5	18.28
241	102	57	12.22
1734	136	3	7.63
103	334	29	13.05
112	995	7	8.77
109	5034	3	8.75
205	1197	3	10.47
102	870	16	9.34
121	500	8	10.15
505	168	4	7.54
224	2656	8	71.3
216	122	16	13.25
220	12	82	12.01
181	147	10	8.08
2083	110	6	17.19
127	969	6	12.03
697	572	3	13.3
157	593	6	15.87
394	336	3	7.36
102	989	16	9.34
121	349	13	19.02
750	313	4	15.86
110	2858	4	9.74
400	5630	3	31.61
112	2159	9	38.43
1289	265	3	13.02
522	420	3	9.88
132	355	11	18.46
126	975	5	8.75
532	130	6	6.83
337	121	12	14.98
684	119	7	7.2
109	101	491	12.84
120	1462	4	7.52
463	188	4	8.12
105	1986	6	7.96
4691	101	4	7.75
1379	114	5	7.79
1010	101	15	8.23
9	2500	4	7.34
1094	2968	5	55.74
165	690	4	8.34
181	299	13	41.87
230	487	7	24.92
778	116	10	17.94
181	103	74	45.52
477	177	4	7.51
394	114	12	10.64
499	746	3	13.86
2637	114	4	10.29
516	634	3	12.12
305	348	3	6.73
715	1361	3	18.8
3522	8	3	7.25
1087	137	6	16.83
5849	600	3	34.19
506	861	7	46.32
690	165	4	8.34
103	186	71	40.41
709	1855	3	24.82
413	562	3	10.42
110	517	15	19.6
1267	106	5	8.38
241	148	10	13.62
3675	114	3	7.72
138	476	7	11.22
1038	175	3	8.54
206	107	32	7.51
9	2401	5	11.82
246	960	4	15.31
316	6272	3	29.9
3341	363	3	22.88
1892	140	7	34.41
2040	133	3	8.2
122	2455	4	12.59
1468	120	7	21.58
841	1852	7	67.93
142	124	24	8.54
656	115	10	16.72
213	731	5	17.17
1289	102	14	13.16
2829	104	5	8.01
8	1387	12	34.74
733	463	4	20.16
104	1273	14	31.37
301	248	5	10.33
185	1318	3	9.36
480	470	3	10.33
785	221	4	13.43
403	227	6	19.65
4079	253	3	21.21
2261	686	3	22.02
3230	12	6	7.77
9	3373	4	11.46
199	772	3	7.45
115	1129	5	6.74
542	104	22	24.32
4051	117	3	9.86
156	212	10	14.92
8	225	31	21.66
594	1292	6	46.1
8	175	27	10.32
1014	482	3	15.4
248	209	7	11.85
198	554	4	8.87
533	156	8	23.8
163	110	37	17.92
1819	126	4	11.18
109	1589	5	7.08
103	3746	4	7.18
119	897	14	44.39
476	215	4	8.61
387	849	3	12.8
146	118	30	11.4
6630	9	3	14.02
512	119	17	37.03
432	21	3	16.81
352	116	12	10.83
526	1535	3	17.99
1209	157	3	7.74
943	161	4	13.12
1173	112	12	34.18
151	753	4	8.56
202	101	77	19.59
917	368	3	13.27
110	1277	6	7.56
133	57	8	8.55
12	258	63	7.01
495	319	3	8.19
5518	438	3	31.61
2283	9	5	11.82
4047	112	4	15.04
121	1537	4	8.36
227	546	3	7.19
146	368	6	9.61
401	458	8	41.24
215	350	5	10.08
524	699	3	14.85
631	188	4	9.18
2111	123	3	6.95
1397	130	4	8.54
159	106	53	13.79
8	2664	4	7.84
104	5196	4	13.96
825	108	12	12.38
254	753	4	14.77
1084	201	3	9.28
12	512	34	9.05
334	101	36	6.86
334	305	5	15.93
380	464	6	27.02
1002	667	3	16.62
274	398	4	10.58
3710	364	4	41.2
214	652	3	7.29
509	1416	3	17.16
3278	626	6	68.95
249	668	4	12.65
926	243	3	9.81
1504	241	3	12.88
854	175	3	7.42
134	2429	3	9.79
329	133	7	6.66
102	5424	4	8.19
3016	117	3	8.41
747	187	3	6.63
962	127	5	8.69
115	1504	5	9.67
2	6903	3	17.18
105	923	10	8.05
149	1097	5	16.77
109	1282	12	30.64
113	1004	6	6.63
330	554	3	8.68
110	3722	5	23.36
129	183	13	6.77
172	138	13	7.9
1121	102	14	8.17
426	2332	6	56.41
198	102	66	8.69
322	107	22	10.07
185	12	120	31.53
362	211	4	6.67
762	890	4	24.88
853	170	4	10.6
3621	104	4	7.09
2059	102	9	9.78
861	145	4	8.63
105	1766	13	46.09
101	5223	4	7.75
273	175	9	22.36
237	218	6	9.04
429	763	3	12.96
198	1516	4	17.34
1898	164	3	11.24
1263	110	6	8.9
104	1594	12	35.24
622	126	6	7.46
4332	323	3	23.03
283	461	4	13.42
399	1041	4	21.01
1003	1095	3	19.14
571	303	3	8.63
1042	296	3	12.75
200	4243	3	21.99
125	2874	3	9.29
2093	121	4	11.25
1913	101	9	8.92
1233	219	3	11.33
562	359	4	15.02
749	671	3	14.64
413	240	7	23.41
4659	627	4	45.24
103	362	36	33.37
311	384	3	6.85
251	229	6	10.3
735	220	3	8.51
2659	803	7	87.43
1671	6160	3	40.62
138	121	37	23.76
176	871	3	6.93
213	377	4	7.44
110	2549	6	19.45
435	433	4	15.31
180	6368	3	24.75
126	105	158	93.58
787	103	22	31.61
1242	125	10	37.76
689	1979	3	23.14
129	1891	3	6.74
560	898	5	29.63
114	2034	5	11.73
107	4025	4	10.18
1288	215	3	10.42
108	171	42	9.36
166	571	5	11.71
879	203	4	14.28
108	14	1488	8.15
246	132	12	11.95
444	184	4	7.26
1827	735	3	22.62
4840	104	4	13.96
176	484	5	10.49
367	110	15	11.09
12	1778	11	8.85
395	127	8	8.6
3030	115	3	6.99
109	4285	3	6.76
405	419	3	9.17
110	655	17	34.75
214	1490	3	11.79
1192	239	3	10.81
634	246	3	7.4
1059	1011	6	50.85
5339	437	3	27.61
102	202	64	7.14
346	107	23	15.25
220	978	3	8.74
256	885	3	10.76
102	129	183	21.71
1016	16	3	7.39
2	3771	3	10.69
310	284	4	9.83
626	3840	4	45.71
157	630	4	7.54
304	395	3	6.83
12	1018	18	6.65
123	392	13	20.2
1951	456	4	31.85
859	343	4	18.61
177	457	5	10.25
547	6437	3	32.91
547	234	3	7.42
226	341	8	23.63
145	131	20	14.01
112	1607	6	12.09
193	788	4	10.76
475	166	7	18.79
226	142	11	12.63
232	567	3	6.91
452	223	4	9.1
107	445	28	41.76
1222	973	4	29.84
205	845	4	12.28
107	521	18	15.46
140	504	6	10.01
183	480	5	11.76
149	531	5	10.23
616	128	6	8.03
3661	112	3	7.1
865	108	11	9.64
183	429	5	11.17
104	6766	3	10.47
2582	103	7	14.9
446	208	6	16.18
756	3349	3	26.46
190	114	26	16.33
107	2676	5	8.99
1792	517	4	29.42
737	305	5	23.34
17	1420	3	12.29
1085	394	3	13.84
105	357	38	58.27
258	105	27	7.35
2352	8	4	7.84
1783	783	4	32.65
1475	199	3	10.76
242	936	3	9.48
705	208	3	7.23
579	157	4	7
